id,subject_id,code,name,emoji,level,units,desc,prereqs,antireqs
3294,100,609,Special Topics,,6,1.50,"Designed to provide graduate students, especially at the PhD level, with the opportunity of pursuing advanced studies in particular areas under the direction of a faculty member.",,
3295,100,610,Biometric Technologies and Systems,,6,3.00,"Biometric systems, sensors and devices. Integration of biometric-based hardware and software. Biometric applications in healthcare and security access.",,
3296,100,613,Nonlinear Microwave Engineering,,6,3.00,"Theory, design and optimization of RF power amplification systems for wireless and satellite communication applications. A detailed treatment of linear and non-linear characterization and modelling of amplifiers/transmitters from device to system level perspective. Theory of operation as well as design techniques of linear amplifiers (class A, AB, B, C), switching mode amplifiers (class E, D and F) and balanced amplifiers are presented. Linearization and power efficiency enhancements techniques of power amplifiers/transmitters are also covered.",,
3297,100,614,Embedded Sensor and Communication Design,,6,3.00,"Theory and practice of low-powered embedded programming for control, sensing and communication applications. Detailed driver-level programming to control commonly used embedded peripherals including timers, analog-to-digital converters, real-time clock and calendars, standard and generic serial communication interfaces. Analog and power supervisors (high/low voltage supervisors, charge time measurement units, comparators) with an emphasis on energy-efficient firmware design. Application-level programming for implementing common sensor communication projects using low-power embedded drivers.",,
3298,100,615,Non-linear Control,,6,3.00,"Non-linear systems; phase portraits, equilibrium points, and existence of solutions. Lyapunov stability definitions and theorems. Non-linear control design; feedback linearization, sliding modes, adaptive control, backstepping, and approximate-adaptive control. Frequency domain stability analysis using describing functions.",,
3299,100,616,"Micro/nano system design, fabrication and integration",,6,3.00,"Techniques for the fabrication of micro/nano systems, including ultra-thin films and multilayers. Industry-standard metrology techniques and technologies for characterization of the structure, chemistry and properties of micro/nano materials and devices. Fundamental fabrication technologies including bulk micromachining, surface micromachining and commercial methods. Bonding and packaging issues related to the micro/nano scale.",,
3300,100,617,RF Integrated Circuit Design,,6,3.00,Introduction to complementary metal oxide semiconductor (CMOS) wireless communication circuits; radio frequency integrated circuit building blocks; computer-aided design.,,
3301,100,619,Special Problems,,6,3.00,"Designed to provide graduate students, especially at the PhD level, with the opportunity of pursuing advanced studies in particular areas under the direction of a faculty member.",,
3302,100,623,Biomedical Systems and Applications,,6,3.00,"Introduction to biomedical systems. The four elements of a biomedical monitoring system. Biomedical system modelling. Biomedical sensors: basic concepts. Biomedical amplifiers and signal conditioning circuits. Noise, noise sources and non-idealities. Repeatability of measurements. Power supplies for biomedical monitoring systems. Frequency conditioning. Isolation amplifiers and patient safety. Analog-to-Digital conversion and anti-aliasing requirements. Multichannel biomedical data acquisition. Real-time requirements. Real-time digital conditioning of biomedical signals. The concept of closed-loop real-time control.",Consent of the Department.,Consent of the Department.
3303,100,625,Estimation Theory,,6,3.00,"Fundamentals of estimation theory as applied to general statistical signal processing applications such as communication systems, image processing, target and position tracking, and machine learning. Estimator fundamentals including probability density functions, Cramer Rao bounds, Fisher information, linear and nonlinear regression, sufficient statistics, maximum likelihood estimation, minimum mean square error, least squares, Bayesian estimators and concepts. Statistical tracking filters such as Kalman filter and particle filter.",,
3304,100,627,Antennas,,6,3.00,"Foundations of theory and practice of modern antennas. Topics covered will include: theoretical background, antenna parameters, simple radiators, antenna array theory, wire antennas, broadband antennas, microstrip antennas, aperture radiators, base station antennas, antennas for mobile communications, antenna measurements.",,
3305,100,629,Advanced Logic Design of Electronic and Nanoelectronic Devices,,6,3.00,"Two-level and multi-level logic synthesis; flexibility in logic design; multiple-valued logic for advanced technology; multi-level minimization; Binary Decision Diagrams, Word-level Decision Diagrams, sequential and combinational equivalence checking; technology mapping; technology-based transformations; logic synthesis for low power, optimizations of synchronous and asynchronous circuits, logical and physical design from a flow perspective; challenges of design of nanoelectronic devices.",,
3306,100,631,System Identification and Learning,,6,3.00,Parametric models of linear time-invariant systems. System and noise models. Estimation of model parameters. Structure and order selection. Model validation. Convergence and sensitivity analysis. Experiment design. MIMO systems. Subspace methods. Introduction to non-linear and/or time-varying systems.,,
3307,100,633,Wireless Networks,,6,3.00,Wireless networks architectures and protocols. Resource management. Mobility management. Interference management. Modelling and analysis of wireless networks. Optimization of wireless networks.,,
3308,100,635,Cryptography and Number Theory with Applications,,6,3.00,The topic of the course is to provide the students with vital information about the use of number theory in designing and implementing various public key cryptographic schemes.  We will stress on the efficacy of the algorithms used and their application in areas outside cryptography and coding theory.,,
3309,100,637,Arithmetic Techniques with DSP Applications,,6,3.00,The course is aimed at the use of specific computer arithmetic techniques for efficient design of DSP algorithms. We will provide comprehensive information form the theory of computer arithmetic. We will show how the performance of different algorithms can be optimized by using efficient arithmetic techniques. Many examples will be provided.,,
3310,100,641,Optimization for Engineers,,6,3.00,"Introduction to optimization techniques for solving engineering problems. Modelling engineering problems as optimization problems. Recognizing and solving convex sets, functions and optimization problems. Numerical linear algebra including; matrix structure, algorithm complexity, LU factorization. Unconstrained optimization methodology and engineering applications. Constrained optimization techniques and engineering applications. Special topics in optimization such as multi-objective optimization and geometric programming.",,
3311,100,645,Data Mining and Machine Learning,,6,3.00,"Types of data mining: classification, clustering, association, prediction. Processes: data preparation, model building. Techniques: decision tree, neural network, evolutionary computing, Bayesian network. Applications: multi-media, text and web mining.",Admission to Electrical and Software Engineering graduate program or MEng Environmental Engineering or consent of the Department.,Admission to Electrical and Software Engineering graduate program or MEng Environmental Engineering or consent of the Department.
3312,100,647,Analog Integrated Circuit Design,,6,3.00,Review of static and dynamic models of field effect transistors. Basics of analog integrated circuit design. Computer-aided modelling. Fabrication processes and their influence on analog design. Operational voltage amplifier and transconductance amplifier design techniques. Case studies of complementary metal oxide semiconductor (CMOS) designs.,,
3313,100,649,Random Variables and Stochastic Processes,,6,3.00,Probability; continuous and discrete random variables; functions of random variables; stochastic processes; stationarity and ergodicity; correlation and power spectrum; Markov chains and processes.,,
3314,100,651,Resource Management for Wireless Networks,,6,3.00,"Qualitative and mathematical formulation of the resource management problem in wireless networks; elements of radio resource management: power and Walsh code allocation and control. Call admission control, traffic load control, packet scheduling; radio resource management algorithms: fixed resource allocation, handover resource management, transmitter power management, dynamic resource allocation, and packet scheduling algorithms; quality-of-service (QoS) and resource management; joint radio resource management problem across heterogeneous wireless networks; applications and case studies: resource management in advanced wireless networks; open research challenges in resource management for wireless networks.",,
3315,100,653,Theory and Practice Advanced DSP Processor Architecture,,6,3.00,"Architecture and capabilities of SISD, SIMD and VLIW processors; Developing high speed algorithms: code timing, reliability, background DMA activity, maintainability; Developing a personal software process appropriate for embedded systems.",,
3316,100,659,Active-RC and Switched-Capacitor Filter Design,,6,3.00,"The filter design problem; operational amplifier characteristics; cascade methods of RC-active filter design; filter design with the active biquad; active filter design based on a lossless ladder prototype. Switched-capacitor (SC) integrators; design of cascade, ladder, and multiple feedback SC filters; non-ideal effects in SC filters; scaling of SC filters; topics in fabrication of SC filters.",,
3317,100,661,Grid-Connected Inverters for Alternative Energy Systems,,6,3.00,"Analysis and design of grid-connected inverters fed by an alternative energy source. Switch mode converters, inverter topologies, harmonics, drive electronics, control methodologies, implementation techniques, course project.",,
3318,100,663,Numerical Electromagnetic Field Computation,,6,3.00,"Solution techniques for electromagnetic fields: finite difference, finite elements/volumes, boundary elements, finite difference time domain, and moment methods. Practical aspects concerning computer implementation: accuracy, speed, memory, and solvers.",,
3319,100,667,Intelligent Control,,6,3.00,"Application of machine learning algorithms in control systems: neural networks, fuzzy logic, the cerebellar model arithmetic computer, genetic algorithms; stability of learning algorithms in closed-loop non-linear control applications.",,
3320,100,671,Adaptive Signal Processing,,6,3.00,"Fundamentals: Performance objectives, optimal filtering and estimation, the Wiener solution, orthogonality principle. Adaptation algorithms: MSE performance surface, gradient search methods, the Widrow-Hoff LMS algorithm, convergence speed and misadjustment. Advanced techniques: recursive least-squares algorithms, gradient and least-squares multiple filter, frequency domain algorithms, adaptive pole-zero filters. Applications: system identification, channel equalization, echo cancellation, linear prediction, noise cancellation, speech.",,
3321,100,675,Digital Communications,,6,3.00,Physical layer digital communications. Linear modulation and demodulation using signal space concepts. Optimal and sub-optimal detection of symbols and sequences. Pulse shaping and spectral analysis. Wireless propagation and system design. Error correction using channel codes. Advanced techniques for high speed communications.,Admission to Electrical and Software Engineering graduate program.,Admission to Electrical and Software Engineering graduate program.
3322,100,683,Algorithms for VLSI Physical Design Automation,,6,3.00,"Aspects of physical design including: VLSI design cycle, fabrication processes for VLSI devices, basic data structures and algorithms, partitioning, floor planning, placement and routing.",,
3323,100,685,Software Defined Radio Systems,,6,3.00,"Advanced design aspects related to the design of Software Defined Radio (SDR) systems applicable to wireless and satellite communication systems. System level modelling and baseband design aspects of SDR systems. Transmitter and receiver architectures appropriate for SDR transceivers. Multi-band transmitters, sub-sampling receivers and six-port based receivers. Design strategies and calibration techniques for SDR systems.",,
3324,100,687,Switch Mode Power Converters,,6,3.00,"Design and analysis of dc-to-dc and ac-to-ac single-phase power converters. Device characteristics. Dc-to-dc topologies, dc-to-ac topologies and ac-to-ac topologies. Linearized models. Classical feedback control; introduction to state-space analysis methods. Input harmonic analysis, output harmonic analysis, and techniques to obtain unity input power factory.",,
3325,100,691,Integrated Micro and Nanotechnology Sensory Systems,,6,3.00,Integrated circuits for sensing. The physical process of sensing photons and ions. The circuitry of signal amplification. Considerations for integrated circuit implementation. Solid state sensors and development in CMOS technology. Analog to Digital conversion in sensory arrays. Technology scaling and impact. Low voltage and implications regarding signal processing. Other types of sensors such as pH sensing. MEMS technology and applications. Integrated Light sources. System examples.,,
3326,100,693,Restructured Electricity Markets,,6,3.00,"Basics of power systems economics, vertically integrated power monopolies, models of competition, market design and auction mechanisms, players in restructured electricity markets, generation scheduling in restructured electricity markets, perspective of large consumers, transmission operation in competitive power markets, transmission rights, the need for ancillary services in electricity markets, procurement and pricing of ancillary services, transmission and generation expansion in competitive markets.",Electrical Engineering 587 or 601 or consent of the Department.,Electrical Engineering 587 or 601 or consent of the Department.
3327,100,695,Applied Mathematics for Electrical Engineers,,6,3.00,Understanding of vector spaces and function spaces; eigenvalues and eigenvectors in both the linear algebraic and differential equation sense; special functions in mathematics; advanced methods for solutions of differential equations.,,
3328,100,697,Digital Image Processing,,6,3.00,Image formation and visual perceptual processing. Digital image representation. Two dimensional Fourier transform analysis. Image enhancement and restoration. Selected topics from: image reconstruction from projections; image segmentation and analysis; image coding for data compression and transmission; introduction to image understanding and computer vision. Case studies from current applications and research.,Electrical Engineering 327.,Electrical Engineering 327.
3329,100,698,Graduate Project,,6,6.00,Individual project in the student's area of specialization under the guidance of the student's supervisor.,Admission to the MEng course-based program in Electrical and Software Engineering.,Admission to the MEng course-based program in Electrical and Software Engineering.
3330,101,355,Introduction to Energy and the Environment,,3,3.00,"History of energy technologies, energetics of natural systems and agriculture, formation, extraction, and transformations of fossil fuels, renewables such as biomass, solar and wind; and the electricity system, environmental impacts of energy systems, technical options for transforming energy systems to reduce environmental impacts.",Admission to the Energy and Professional Land Management Concentration (Haskayne School of Business) or a Minor in Energy and Environment Engineering (Schulich School of Engineering) or the Energy Sciences Concentration (Faculty of Science) or the Energy Engineering Program (Schulich School of Engineering).,Admission to the Energy and Professional Land Management Concentration (Haskayne School of Business) or a Minor in Energy and Environment Engineering (Schulich School of Engineering) or the Energy Sciences Concentration (Faculty of Science) or the Energy Engineering Program (Schulich School of Engineering).
3331,101,377,Introduction to Environmental Engineering and Sustainability,,3,3.00,"Theory and practice of environmental engineering. Theory and practice of sustainable development, with a multidisciplinary approach, including components such as engineering, economics, carbon foot-print, policy planning, social license. Comparison of the roles of environmental engineering and sustainable development in society. Environmental and sustainability focused ethics issues including Indigenous engagement, treaty rights and Indigenous rights. Indigenous environmental perspectives.",Admission to the Minor in Energy and Environment or Energy Engineering Program.,Admission to the Minor in Energy and Environment or Energy Engineering Program.
3332,101,501,Pollution Prevention and Control for Energy Industry,,5,3.00,"An overview of environmental laws and regulations. Environmental standards for air quality, water and land. Regulatory approval process for new energy projects. Base-Line Study and Environmental Impact Assessment. Environmental review of new energy projects. Pollution prevention methodology and techniques. Separation and recycle streams. Process modification, integration, analysis and control. Risk assessment.","Third-year standing, or higher, in the Schulich School of Engineering, and Engineering 311.","Third-year standing, or higher, in the Schulich School of Engineering, and Engineering 311."
3333,101,503,Life Cycle Assessment,,5,3.00,"Concepts of life cycle analysis. Applications to energy utilization, environmental consequences, sustainable development, environmental process analysis, and optimization. Inventory, impact and improvement analyses of energy systems. LCA Model development and utilization. Human health and safety considerations.","Third-year standing, or higher, in the Schulich School of Engineering, and Engineering 311.","Third-year standing, or higher, in the Schulich School of Engineering, and Engineering 311."
3334,101,505,Effluent Treatment Processes for Energy Industry,,5,3.00,"Application of fundamental engineering concepts to develop process design specifications for various unit operations and separation processes used for the treatment of gaseous (air), aqueous (wastewater) and solid effluents from mining, exploration, production, transportation and utilization of carbon-based energy sources.","3 units from Chemical Engineering 331, Mechanical Engineering 341 or Energy Engineering 480; and third-year standing, or higher, in the Schulich School of Engineering.","3 units from Chemical Engineering 331, Mechanical Engineering 341 or Energy Engineering 480; and third-year standing, or higher, in the Schulich School of Engineering."
3335,101,507,Introduction to Sustainable Development,,5,3.00,"Motivations for development of a sustainable industrial economy. Relationship among economic systems, growth and sustainable alternatives. International dimensions. Roles and responsibilities of stakeholders, including government, industry, and society. Tools for assessing sustainability. Sustainability challenges in industrial economies. Scope for sustainable innovations in the energy, manufacturing, and transportation sectors. Case studies of sustainable development.","Third-year standing, or higher, in the Schulich School of Engineering.","Third-year standing, or higher, in the Schulich School of Engineering."
3336,101,519,Special Topics in Energy and Environment,,5,3.00,Current advanced topics in Energy and Environment.,"Consent of the CEERE Director and third-year standing, or higher, in the Schulich School of Engineering.","Consent of the CEERE Director and third-year standing, or higher, in the Schulich School of Engineering."
3337,101,573,Engineering Aspects of Sustainable Communities,,5,3.00,"Ecological footprint, life cycle assessment, sustainable construction, energy efficiency in buildings, intelligent and sustainable transportation, control of water/air pollution from mobile and stationary sources, energy from waste.","Third-year standing, or higher, in the Schulich School of Engineering.","Third-year standing, or higher, in the Schulich School of Engineering."
3338,101,575,Alternative Energy Systems,,5,3.00,"Review of electrical machines, thermodynamics, and fluid mechanics. Alternative energy systems such with emphasis on hydro, solar photovoltaics, and wind power for electricity production. System design, cost, and sizing, and environmental impacts of alternative energy systems. Effects of intermittency of power production and integration into the electricity grid. Energy storage.","Engineering 311 and third-year standing, or higher, in the Schulich School of Engineering.","Engineering 311 and third-year standing, or higher, in the Schulich School of Engineering."
3339,101,577,Electrical Transmission System Planning and Operation,,5,3.00,"Electricity markets, carbon markets, optimal operation of electricity systems, environmental impacts of transmission networks, regulatory issues.","Third-year standing, or higher, in the Schulich School of Engineering.","Third-year standing, or higher, in the Schulich School of Engineering."
3340,102,200,Engineering Design and Innovation,,2,3.00,An interdisciplinary course involving the application of engineering principles and analysis to design and evaluate integrity and quality of engineering components and systems through a sequence of team-based design projects.,Admission to the BSc Energy Engineering program.,Admission to the BSc Energy Engineering program.
3341,102,240,Introductory Dynamics for Energy Engineering,,2,3.00,"Calculus with applications to dynamics. Kinematics of particles undergoing rectilinear and curvilinear motion. Analysis of the kinetics of particles by direct use of Newton’s laws of motion, work and energy methods, and impulse and momentum methods.",Admission to the BSc Energy Engineering program.,Admission to the BSc Energy Engineering program.
3342,102,260,Statics for Energy Engineering,,2,3.00,Engineering Statics topics: force vectors; equilibrium of a particle in two and three dimensions; force system resultants; equilibrium of a rigid body in two and three dimensions; trusses; frames and machines. Vector and linear algebra methods and applications to static engineering mechanics.,Admission to the BSc Energy Engineering program.,Admission to the BSc Energy Engineering program.
3343,102,300,Engineering Design and Energy Policy,,3,3.00,"Introduction to the mechanical, petroleum, and energy engineering profession, fundamentals of energy engineering design, testing, and product development; problem solving skills development; oil and gas standards, intellectual property protection, project management; regulatory issues; public policy. Case studies and projects may be drawn from a range of energy engineering areas.",Energy Engineering 200 and admission to the BSc Energy Engineering program.,Energy Engineering 200 and admission to the BSc Energy Engineering program.
3344,102,330,Design of Energy Systems and Computing,,3,2.00,"Modeling and design of energy systems such as photovoltaic system, power system and thermal system. Use of computing tools to explore system dynamics, conduct simulation and test design concepts.",Admission to the BSc Energy Engineering program.,Admission to the BSc Energy Engineering program.
3345,102,340,Dynamics for Energy Engineering I,,3,3.00,"Systems of particles. Kinematics of rigid bodies. Rotation and translation. Torque and angular momentum. Moment of inertia. Two-dimensional dynamics of rigid bodies. Applications of mathematics to dynamics including first-order ordinary differential equations, integrating factor, separable and exact equations, second-order ordinary differential equations, characteristic equation and variation of parameters method, and series solutions of ordinary differential equations.",Energy Engineering 240 and admission to the BSc Energy Engineering program.,Energy Engineering 240 and admission to the BSc Energy Engineering program.
3346,102,350,Computing Tools for Energy Engineers,,3,3.00,"The application of computer tools to solve practical Energy Engineering problems; fundamentals of engineering computing including algorithm development, selection of appropriate tools, documentation of solutions, and verification and interpretation of results; applications using engineering analysis and spreadsheet tools; numerical methods; fundamentals of engineering graphics and computer aided design including technical drawing conventions used in the energy industry, dimensioning and tolerances; applications using Computer-Aided Design (CAD) software.",Admission to the BSc Energy Engineering program.,Admission to the BSc Energy Engineering program.
3347,102,360,Mechanics of Materials for Energy Engineering,,3,3.00,"Internal forces in trusses, beams, shafts, frames and machines. Axial-force, shear-force, bending-moment and internal-torque diagrams. The concept of stress. Normal and shear components in a co-ordinate system. The concept of strain and its components. Stress-strain relations. Elasticity. Hooke’s law and its generalization. Stress and deformation of uniaxially loaded members. Stress and deformation in the torsion of shafts of a circular cross section. Stress and deformation in transversely loaded beams of a symmetric cross section. General analysis of plane stress. Principal stresses. Mohr’s circle. Stress in structures subjected to combine loading.",Energy Engineering 260 and admission to the BSc Energy Engineering program.,Energy Engineering 260 and admission to the BSc Energy Engineering program.
3348,102,400,Engineering Design and Economics,,4,3.00,Design of chemical and oil & gas processing units and plants; cost estimates and chemical process economics; identifying market needs and commercialization considerations; Safety and environmental considerations in process design; critical thinking and problem solving skills development; case studies and projects may be drawn from a range of energy engineering areas.,Energy Engineering 300 and admission to the BSc Energy Engineering program.,Energy Engineering 300 and admission to the BSc Energy Engineering program.
3349,102,425,"Electricity, Magnetism and Electrical Circuits",,4,3.00,"Electric charges and electric current; Ohm's Law, Kirchhoff's Laws, application to simple circuits; Definitions of electric and magnetic fields. Introduction to circuit theory: DC circuits, amplifiers, operational amplifiers, single and three phase AC circuits. Introduction to basic electronic devices. Applications of mathematics to circuit analysis including solving systems of linear equations, first order derivatives and integrals, and complex numbers and arithmetic.",Mathematics 209 and admission to the BSc Energy Engineering program.,Mathematics 209 and admission to the BSc Energy Engineering program.
3350,102,460,Dynamics for Energy Engineering II,,4,3.00,"Planar kinematics and kinetics of rigid bodies; work, energy, impulse and momentum of rigid bodies; kinematics, statics, and dynamics of planar mechanisms; design of cams, gears, and gear trains.",Energy Engineering 240 and 260 and admission to the BSc Energy Engineering program.,Energy Engineering 240 and 260 and admission to the BSc Energy Engineering program.
3351,102,480,Energy Engineering Fluid Mechanics,,4,3.00,"Basic principles of mechanics of fluids; properties of fluids; fluids at rest; manometers and other pressure measuring devices; dimensional analysis; the laws of conservation of mass and momentum; Bernoulli's equation for incompressible flow and the energy equation; flow measurements; elementary pipe flow problems including losses, pumps, etc.; applications to a variety of problems in energy engineering. Applications of calculus and simultaneous linear equations to fluid mechanics, including applications of differential elements to derive material and momentum balances.",Engineering 201; and Energy Engineering 340 or Mathematics 331; and admission to the BSc Energy Engineering program.,Engineering 201; and Energy Engineering 340 or Mathematics 331; and admission to the BSc Energy Engineering program.
3352,102,560,Energy Engineering Thermodynamics,,5,3.00,"Review of the principles of the first and second law of thermodynamics; application to the properties of fluids and solutions; vapour liquid and chemical equilibria; applications such as engine gas cycles including simple gas turbines; gas turbines with reheat, intercooling and heat exchange, heat-pump and refrigeration cycles. Applications of mathematics to thermodynamics including ordinary and partial differential equations, total differentials, integration, and curve-fitting.",Engineering 311 and admission to the BSc Energy Engineering program.,Engineering 311 and admission to the BSc Energy Engineering program.
3353,102,570,Automation and Controls,,5,3.00,"Linear systems and their characteristics; the Laplace transform, block diagram manipulation, frequency response, application to first and second order physical systems; analysis and design of sensors and actuators; industrial automation systems, programmable logic controllers (PLC), supervisory control and data acquisition (SCADA) systems, distributed control systems (DCS).",Energy Engineering 340 or Mathematics 331; and Energy Engineering 425 and admission to the BSc Energy Engineering program.,Energy Engineering 340 or Mathematics 331; and Energy Engineering 425 and admission to the BSc Energy Engineering program.
3354,103,200,"Engineering Design, Innovation and Entrepreneurship",,2,3.00,"Introduction to agile and iterative design; interdisciplinary application of engineering principles, digital technology, design, communications, leadership, entrepreneurship and project management concepts to a team-based design project with a focus on sustainability and social licences.",,
3355,103,201,"Behaviour of Liquids, Gases and Solids",,2,3.00,"An introduction to the behaviour of fluids and solids; phase transformations, the phase rule and phase diagrams. Ideal and real gases; equations of state and their engineering applications; simple kinetic theory; transport properties of fluids. Liquid state; vapor pressure; shear behaviour; flow of fluids in pipelines. Solids; crystalline and non-crystalline structure; non-equilibrium solid phases; electrical and thermal conductivity; dislocations; stress and strain; creep; fracture.",,
3356,103,202,Engineering Statics,,2,3.00,"Force vectors; equilibrium of a particle in two and three dimensions; force system resultants; equilibrium of a rigid body in two and three dimensions; internal forces in trusses; frames, machines and beams; bending moment and shear force diagrams; friction; centre of gravity; centroids of areas; composite bodies.",,
3357,103,209,Engineering Economics,,2,3.00,"The basic tools and methodology of engineering economic studies. Topics include investment decisions, theory of replacement, economies of scale, externalities, social decision making and government regulation. Examples are drawn from engineering projects.","Registration in the Faculty of Engineering with second-year standing or higher. If not registered in the Schulich School of Engineering, consent of the Department of Economics. If required for APEGA, consent of the Schulich Undergraduate Studies Office.","Registration in the Faculty of Engineering with second-year standing or higher. If not registered in the Schulich School of Engineering, consent of the Department of Economics. If required for APEGA, consent of the Schulich Undergraduate Studies Office."
3358,103,213,Engineering Communication,,2,3.00,"Professional and technical communication with a focus on developing the ability to communicate complex engineering concepts to engineers as well as general audiences. Planning and composing effective verbal, written, and graphical communication. Providing constructive and professional review and critique of presentations by peers. Identifying key points and summarizing information in a concise and informative manner.",,
3359,103,225,Fundamentals of Electrical Circuits and Machines,,2,3.00,"Current, voltage and power; Kirchhoff's current and voltage laws; capacitors; electricity and magnetism fundamentals applied to circuit elements and machines; inductors; topics in electrical circuits and systems; instrumentation; circuit design, DC and AC circuit analysis methods; DC and AC machines; first order circuits and transient analysis.",,
3360,103,311,Engineering Thermodynamics,,3,3.00,"Energy, thermodynamic systems, properties and state, temperature and the zeroth law, equilibrium, properties of the pure substance, equations of state. Work, reversibility, heat, first law, specific heats, enthalpy, ideal gas, flow systems. Entropy and the second law, Carnot cycle, thermodynamic temperature scale, process efficiencies, cycles, calculation of entropy change, exergy analysis.",Engineering 201; and Mathematics 275 or Applied Mathematics 217.,Engineering 201; and Mathematics 275 or Applied Mathematics 217.
3361,103,317,Mechanics of Solids,,3,3.00,"Axial-force, shear-force and bending moment diagrams; stress and strain; stress-strain relations; elastic and plastic behaviour; elastic constants; simple statically indeterminate (one-degree) problems; review of moment of inertia, product of inertia and principal axes of inertia; elastic torsion of circular shafts; elastic and plastic bending about principal axes of beams with symmetrical cross-section; composite beams; shear stresses due to bending; Mohr's circle for stress; thin-walled pressure vessels; deflection of beams by integration; Euler buckling.",Engineering 202; and Mathematics 275 or Applied Mathematics 217.,Engineering 202; and Mathematics 275 or Applied Mathematics 217.
3362,103,349,Dynamics,,3,3.00,"Kinematics of particles and rigid bodies: rectilinear, curvilinear and general plane motion. Kinetics of particles and planar rigid bodies: Newton’s 2nd Law, Principle of Work and Energy, Principle of Impulse and Momentum. Introduction to three dimensional rigid body dynamics.",Engineering 202 or Energy Engineering 260; and Mathematics 275 or Applied Mathematics 217; and Mathematics 277 or Applied Mathematics 219 or Mathematics 331.,Engineering 202 or Energy Engineering 260; and Mathematics 275 or Applied Mathematics 217; and Mathematics 277 or Applied Mathematics 219 or Mathematics 331.
3363,103,391,Advanced Topics I,,3,1.50,Special topics in engineering and engineering complementary studies.,Consent of the Associate Dean (Academic & Planning).,Consent of the Associate Dean (Academic & Planning).
3364,103,393,Advanced Topics II,,3,3.00,Special topics in engineering and engineering complementary studies.,Consent of the Associate Dean (Academic & Planning).,Consent of the Associate Dean (Academic & Planning).
3365,103,481,Technology and Society,,4,3.00,"An interpretive course on the interrelationship between technology and society. The first part of the course surveys significant historical developments within disciplinary areas such as energy, materials, production processes, structures, transport, communications, and computation. Sequence within each area: discovery, development, application, impact, future. Social and economic consequences are also considered. Historical contributions of Indigenous Peoples in technology and contemporary considerations of impacts of technology on Indigenous rights. The latter part of the course explores contemporary problems of society and technology.",,
3366,103,501,Senior Capstone Design Project I,,5,3.00,"A team-based design course in which students apply the knowledge and skills acquired in earlier courses while refining their skills in teamwork and project management. Students work towards innovative, solutions to industry-sponsored design projects, and engage in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer within their undergraduate program.",Fourth-year standing or higher.,Fourth-year standing or higher.
3367,103,502,Senior Capstone Design Project II,,5,3.00,"A continuation of the capstone design project, where student teams build on their design work in Part I.",Engineering 501.,Engineering 501.
3368,103,503,Entrepreneurial Capstone Design Project I,,5,3.00,"A team-based design course in which students apply the knowledge and skills acquired in earlier courses while refining their skills in teamwork and project management. Students work towards innovative solutions to design projects with an entrepreneurial focus, and engage in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer within their undergraduate program.",Fourth-year standing or higher.,Fourth-year standing or higher.
3369,103,504,Entrepreneurial Capstone Design Project II,,5,3.00,"A continuation of the entrepreneurial capstone design project, where student teams build on their design work in Part I.",Engineering 503.,Engineering 503.
3370,103,513,The Role and Responsibilities of the Professional Engineer in Society,,5,3.00,The professional duties and responsibilities of the engineer as they relate to society. Ethics and the engineering profession. Public and worker safety and health. Design for safety. Sustainable development. The engineer and the environment. Environmental stewardship. Essentials of leadership. Gender issues. Employment equity. Fundamentals of Engineering Law. Professional organizations. The Engineering Professions Act. Indigenous perspectives in engineering.,Third-year standing or higher.,Third-year standing or higher.
3371,103,515,Project Management for Engineers,,5,3.00,"Covers the application of project management principles such as planning, scope development, design, procurement, construction, commissioning and start-up to engineering projects. Class reviews aspects of a current major engineering projects and case studies.",,
3372,103,517,Engineering Safety,,5,3.00,"Introduction to Professional Responsibility, Risk Management and Identification, Process Safety Management, Incident Investigation and Reporting; Engineering Ethics and Public Safety; Key national safety codes, standards and regulations, Business case for safety, and common best practices, fundamentals of Crisis and Emergency Management, change management to successful incorporate safety into teams and the design process; Engineering Discipline specific Engineering Safety Management including Electrical Safety, Chemical Safety, Fire, Dust Hazard and Explosions, and Biological Risks.",,
3373,103,519,Special Topics in Engineering,,5,3.00,Current topics in Engineering.,Consent of the student’s department.,Consent of the student’s department.
3374,103,521,Art and Engineering,,5,3.00,"Focuses on history, concepts, contemporary issues, and techniques of engineering in art. Topics may include Arithmetic and Geometry, Proportion, Formalism, Symmetry, Computation, Geometric Abstraction, and Mathematics as they relate to historical, theoretical and critical contexts in Art. Students will gain experience and a working knowledge of concept development and creation of engineering-inspired art projects.",,
3375,103,523,Bio-inspired Design,,5,3.00,"This course explores the principles and systems behind evolved natural constructions and processes, and transferring these to device and system design: abstractions of functional morphologies lead to new technical concepts and prototypes. Topics in this course may include: design by analogy, functional morphology, principles and techniques of biomimicry, bio-inspired design methods, technical sketching, bio-inspired computation and modelling, and biomimetic concepts such as self healing, growth, and self-organization.",,
3376,103,525,Engineering Entrepreneurship,,5,3.00,"This highly experiential course helps the engineering student build a personal practice in entrepreneurship, design thinking, and human-centered design for innovation. Topics include the entrepreneurial mindset; idea generation, validation, and feasibility analysis; product pretotyping and prototyping; and the basics of business design and execution. Leading edge practical tools and frameworks are examined and put to use in authentic learning activities that teach the student to get to first revenues.",,
